file	line	text
ar\index.html	131	.nav-logo:hover .nl-t{transform:translateX(4px)}
ar\index.html	162	.nav-logo{animation:logo-in .8s .9s both}
ar\index.html	928	"<img src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""VORQA"">"
ar\index.html	946	"<a href=""#"" class=""nav-logo"">"
ar\index.html	947	"<img class=""nav-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
ar\index.html	1057	"<div class=""wwd-mark-wrap"" aria-hidden=""true""><img class=""wwd-mark"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""""></div>"
ar\index.html	1158	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
brand_assets\vorqa_brand-kit.html	175	.foot-logo{display:flex;align-items:center;gap:14px}
brand_assets\vorqa_brand-kit.html	206	"<img src=""vorqa_amblem_white.png"" alt=""Vorqa Global Supply emblem"" style=""height:80px;width:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	242	"<img src=""vorqa_logo_white.png"" alt=""Vorqa Global Supply logo"" style=""width:100%;max-width:340px;height:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	249	"<img src=""vorqa_amblem_white.png"" alt=""Vorqa Global Supply emblem"" style=""width:104px;height:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	253	"<span class=""card-spec"">Avatar · favicon</span>"
brand_assets\vorqa_brand-kit.html	254	"<img src=""vorqa_amblem_white.png"" alt=""Vorqa Global Supply emblem"" style=""width:44px;height:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	272	"<img src=""vorqa_logo_white.png"" alt=""Vorqa Global Supply logo"" style=""height:56px;width:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	276	"<img src=""vorqa_logo_transparent.png"" alt=""Vorqa Global Supply logo"" style=""height:56px;width:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	280	"<img src=""vorqa_logo_white.png"" alt=""Vorqa Global Supply logo"" style=""height:56px;width:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	284	"<img src=""vorqa_logo_transparent.png"" alt=""Vorqa Global Supply logo"" style=""height:56px;width:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	305	"<img src=""vorqa_logo_white.png"" alt=""Vorqa Global Supply logo"" style=""width:100%;max-width:200px;height:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	318	"<img src=""vorqa_amblem_white.png"" alt=""Vorqa Global Supply emblem"" style=""height:24px;width:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	321	"<p class=""min-size-use"">Digital · favicon</p>"
brand_assets\vorqa_brand-kit.html	325	"<img src=""vorqa_logo_white.png"" alt=""Vorqa Global Supply logo"" style=""width:44px;height:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	332	"<img src=""vorqa_logo_white.png"" alt=""Vorqa Global Supply logo"" style=""width:72px;height:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	585	"<img src=""vorqa_amblem_white.png"" alt=""Vorqa Global Supply emblem"" style=""height:40px;width:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	597	"<img src=""vorqa_logo_white.png"" alt=""Vorqa Global Supply logo"" style=""width:104px;height:auto;display:block;margin-bottom:12px"">"
brand_assets\vorqa_brand-kit.html	611	"<img src=""vorqa_logo_transparent.png"" alt=""Vorqa Global Supply logo"" style=""width:104px;height:auto;display:block"">"
brand_assets\vorqa_brand-kit.html	657	"<div class=""foot-logo"">"
brand_assets\vorqa_brand-kit.html	658	"<img src=""vorqa_amblem_white.png"" alt=""Vorqa Global Supply emblem"" style=""height:34px;width:auto;display:block"">"
docs\01_YAPILACAKLAR_LISTESI.md	9	| 0.2 | Favicon seti ekle (SVG + PNG 32/180 + manifest) | Konsol 404'ü; sekmede boş ikon güvensizlik verir | Konsolda 404 yok; sekmede logo |
en\index.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
en\index.html	25	"<link rel=""icon"" href=""/favicon.svg?v=2"" type=""image/svg+xml"">"
en\index.html	26	"<link rel=""icon"" href=""/favicon-32.png?v=2"" sizes=""32x32"">"
en\index.html	27	"<link rel=""apple-touch-icon"" href=""/apple-touch-icon.png?v=2"">"
en\index.html	121	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none;cursor:pointer}
en\index.html	122	.nav-logo-img{display:block;height:52px;width:auto}
en\index.html	123	.foot-logo-img{display:block;height:40px;width:auto}
en\index.html	129	.nav-logo:hover .nl-z{transform:translateX(-4px)}
en\index.html	130	.nav-logo:hover .nl-y{transform:translateY(-4px)}
en\index.html	131	.nav-logo:hover .nl-t{transform:translateX(4px)}
en\index.html	162	.nav-logo{animation:logo-in .8s .9s both}
en\index.html	928	"<img src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""VORQA"">"
en\index.html	946	"<a href=""#"" class=""nav-logo"">"
en\index.html	947	"<img class=""nav-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
en\index.html	1057	"<div class=""wwd-mark-wrap"" aria-hidden=""true""><img class=""wwd-mark"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""""></div>"
en\index.html	1158	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
tr\index.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
tr\index.html	25	"<link rel=""icon"" href=""/favicon.svg?v=2"" type=""image/svg+xml"">"
tr\index.html	26	"<link rel=""icon"" href=""/favicon-32.png?v=2"" sizes=""32x32"">"
tr\index.html	27	"<link rel=""apple-touch-icon"" href=""/apple-touch-icon.png?v=2"">"
tr\index.html	121	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none;cursor:pointer}
tr\index.html	122	.nav-logo-img{display:block;height:52px;width:auto}
tr\index.html	123	.foot-logo-img{display:block;height:40px;width:auto}
tr\index.html	129	.nav-logo:hover .nl-z{transform:translateX(-4px)}
tr\index.html	130	.nav-logo:hover .nl-y{transform:translateY(-4px)}
tr\index.html	131	.nav-logo:hover .nl-t{transform:translateX(4px)}
tr\index.html	162	.nav-logo{animation:logo-in .8s .9s both}
tr\index.html	928	"<img src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""VORQA"">"
tr\index.html	946	"<a href=""#"" class=""nav-logo"">"
tr\index.html	947	"<img class=""nav-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
tr\index.html	1057	"<div class=""wwd-mark-wrap"" aria-hidden=""true""><img class=""wwd-mark"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""""></div>"
tr\index.html	1158	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Beton Santrali Kapasitesi Nasıl Doğru Hesaplanır? Adım Adım Metodoloji"",""datePublished"":""2026-05-10T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/beton-santrali-kapasite-hesaplama-2026-05-10.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""Q = P / (T × η × f) formülüyle beton santrali kapasitesi hesaplama. η=0.82 Vorqa standardı, iklim ve irtifa düzeltme faktörleri. ACI 304R-00 referanslı.""}"
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\beton-santrali-kapasite-hesaplama-2026-05-10.html	281	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""EN 1090-2 Kapsamında Çelik Yapı Toleransları ve NDT Zorunlulukları"",""datePublished"":""2026-03-20T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""EN 1090-2:2018 EXC1-4 yürütme sınıfları, dikeylik toleransları H/300, EN ISO 5817 kaynak seviyeleri ve zorunlu NDT muayene gereksinimleri.""}"
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\en-1090-2-celik-yapi-toleranslari-ndt-2026-03-20.html	261	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Enerji Sektöründe EPC-F Modeli ve Yapay Zeka: Geleceğin Projelerini Şekillendirmek"",""datePublished"":""2026-05-28T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""EPC-F modelinin enerji ve atık-enerji dönüşüm (WtE) projelerindeki yükselişi, yapay zeka destekli proje yönetimi araçları ve tedarik zinciri risk öngörüsü üzerine teknik analiz.""}"
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\enerji-sektorunde-epc-f-modeli-ve-yapay-zeka-gelecegin-projelerin-2026-05-28.html	225	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Anahtar Teslim Tesislerde EPC Yönetimi: Kazanılmış Değer ve Risk Matrisi"",""datePublished"":""2026-01-28T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""McKinsey analizi: büyük projelerin %79'u bütçeyi, %52'si takvimi aşıyor. FIDIC Sarı Kitap, EVM metrikleri (CPI/SPI) ve WBS risk kategorileri.""}"
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\epc-yonetimi-kazanilmis-deger-risk-2026-01-28.html	264	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Sıcak Daldırma Galvaniz ile Boya Kaplama Karşılaştırması: Yaşam Döngüsü Maliyeti (LCC) Analizi"",""datePublished"":""2026-06-25T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""Galvaniz ve boya kaplama seçiminde yaşam döngüsü maliyeti (LCC) karşılaştırması: ilk yatırım, yeniden kaplama sıklığı ve toplam sahip olma maliyeti.""}"
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\galvaniz-boya-kaplama-yasam-dongusu-maliyeti-2026-06-25.html	256	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""ISO 1461: Sıcak Daldırma Galvanizlemede Kaplama Kalınlığı ve Ömür"",""datePublished"":""2026-04-22T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""ISO 1461:2022 standardına göre sıcak daldırma galvanizlemede çinko kaplama kalınlıkları, yüzey hazırlığı ve 50+ yıl korozyon ömrü rehberi.""}"
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\iso-1461-galvaniz-kaplama-kalinligi-2026-04-22.html	287	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Endüstriyel Ekipmanlarda Titreşim Analizi ve Şaft Hizalaması: Mekanik Montajın Gizli Maliyeti"",""datePublished"":""2026-06-11T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""ISO 10816/20816 titreşim şiddet sınıfları, lazer şaft hizalama toleransları ve öngörücü bakımın mekanik montaj projelerindeki toplam maliyet etkisi.""}"
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\mekanik-montaj-titresim-analizi-hizalama-2026-06-11.html	255	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\migrate-posts.mjs	95	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\migrate-posts.mjs	208	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Mobil mi, Sabit mi? Proje Hacmi ve Süresine Göre ROI Analizi"",""datePublished"":""2026-02-14T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/mobil-sabit-beton-santrali-roi-2026-02-14.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""Sabit ve mobil beton santrali karşılaştırması: teknik parametreler, TCO analizi ve 18 ay / 50.000 m³ eşiğine göre ROI rehberi. ERMCO 2024 verileri.""}"
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\mobil-sabit-beton-santrali-roi-2026-02-14.html	256	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Küresel Tedarik Zincirinde 2026 Kırılganlıkları ve Çeşitlendirme Stratejileri"",""datePublished"":""2026-03-05T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/tedarik-zinciri-2026-kirilganliklari-2026-03-05.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""World Bank LPI 2023 ve McKinsey 2023 verilerine göre küresel tedarik zinciri kırılganlıkları, nearshoring trendleri ve çift onaylı tedarikçi modeli.""}"
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\tedarik-zinciri-2026-kirilganliklari-2026-03-05.html	251	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	13	"<meta property=""og:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	21	"<meta name=""twitter:image"" content=""https://www.vorqaglobal.com/og-default.png"">"
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	23	"{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""headline"":""Atıktan Enerjiye: WtE Teknolojileri ve Türkiye 2030 Hedefleri"",""datePublished"":""2026-04-08T08:00:00+03:00"",""author"":{""@type"":""Person"",""name"":""Mira"",""jobTitle"":""Vorqa Global AI Editörü""},""publisher"":{""@type"":""Organization"",""name"":""Vorqa Global"",""url"":""https://www.vorqaglobal.com""},""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.vorqaglobal.com/vorqa-blog/wte-atiktan-enerjiye-teknolojiler-2026-04-08.html""},""image"":""https://www.vorqaglobal.com/og-default.png"",""description"":""TÜİK 2024: Türkiye yıllık 32,3 milyon ton atık üretiyor. Moving grate WtE teknolojisi 500–650 kWh/ton üretiyor. 2030 Ulusal Atık Yönetimi Eylem Planı hedefleri.""}"
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	41	.nav-logo{display:flex;align-items:center;gap:13px;text-decoration:none}
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	110	.foot-logo-img{display:block;height:40px;width:auto}
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	124	"<a href=""../tr/"" class=""nav-logo"">"
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	125	"<img src=""/brand_assets/vorqa_logo_main_cropped.png"" alt=""Vorqa Global"" style=""display:block;height:40px;width:auto"">"
vorqa-blog\wte-atiktan-enerjiye-teknolojiler-2026-04-08.html	264	"<img class=""foot-logo-img"" src=""/brand_assets/vorqa_logo_white_cropped.png"" alt=""Vorqa Global"">"
vorqa-mira\mira.html	36	"<img src=""../brand_assets/vorqa_amblem_transparent.png"" alt="""">"
